,journal_title,article_title,contributors,year,doi
63,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['T. Lovato', 'D. Peano', 'M. Butenschön', 'S. Materia', 'D. Iovino', 'E. Scoccimarro', 'P. G. Fogli', 'A. Cherchi', 'A. Bellucci', 'S. Gualdi', 'S. Masina', 'A. Navarra']",2022,10.1029/2021MS002814
64,Earth's Future,Earth's Future,"['Xuanze Zhang', 'Ying‐Ping Wang', 'Yongqiang Zhang']",2023,10.1029/2021EF002499
65,Journal of Climate,Journal of Climate,"['Ning Wei', 'Jianyang Xia', 'Jian Zhou', 'Lifen Jiang', 'Erqian Cui', 'Jiaye Ping', 'Yiqi Luo']",2022,10.1175/JCLI-D-21-0763.1
66,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Thorsten Mauritsen', 'Jürgen Bader', 'Tobias Becker', 'Jörg Behrens', 'Matthias Bittner', 'Renate Brokopf', 'Victor Brovkin', 'Martin Claussen', 'Traute Crueger', 'Monika Esch', 'Irina Fast', 'Stephanie Fiedler', 'Dagmar Fläschner', 'Veronika Gayler', 'Marco Giorgetta', 'Daniel S. Goll', 'Helmuth Haak', 'Stefan Hagemann', 'Christopher Hedemann', 'Cathy Hohenegger', 'Tatiana Ilyina', 'Thomas Jahns', 'Diego Jimenéz‐de‐la‐Cuesta', 'Johann Jungclaus', 'Thomas Kleinen', 'Silvia Kloster', 'Daniela Kracher', 'Stefan Kinne', 'Deike Kleberg', 'Gitta Lasslop', 'Luis Kornblueh', 'Jochem Marotzke', 'Daniela Matei', 'Katharina Meraner', 'Uwe Mikolajewicz', 'Kameswarrao Modali', 'Benjamin Möbis', 'Wolfgang A. Müller', 'Julia E. M. S. Nabel', 'Christine C. W. Nam', 'Dirk Notz', 'Sarah‐Sylvia Nyawira', 'Hanna Paulsen', 'Karsten Peters', 'Robert Pincus', 'Holger Pohlmann', 'Julia Pongratz', 'Max Popp', 'Thomas Jürgen Raddatz', 'Sebastian Rast', 'Rene Redler', 'Christian H. Reick', 'Tim Rohrschneider', 'Vera Schemann', 'Hauke Schmidt', 'Reiner Schnur', 'Uwe Schulzweida', 'Katharina D. Six', 'Lukas Stein', 'Irene Stemmler', 'Bjorn Stevens', 'Jin‐Song Storch', 'Fangxing Tian', 'Aiko Voigt', 'Philipp Vrese', 'Karl‐Hermann Wieners', 'Stiig Wilkenskjeld', 'Alexander Winkler', 'Erich Roeckner']",2019,10.1029/2018MS001400
67,Geoscientific Model Development,Geoscientific Model Development,"['Doug M. Smith', 'James A. Screen', 'Clara Deser', 'Judah Cohen', 'John C. Fyfe', 'Javier García-Serrano', 'Thomas Jung', 'Vladimir Kattsov', 'Daniela Matei', 'Rym Msadek', 'Yannick Peings', 'Michael Sigmond', 'Jinro Ukita', 'Jin-Ho Yoon', 'Xiangdong Zhang']",2019,10.5194/gmd-12-1139-2019
68,Future Generation Computer Systems,Future Generation Computer Systems,"['Songshan Yue', 'Min Chen', 'Jie Song', 'Wenping Yuan', 'Tiexi Chen', 'Guonian Lü', 'Chaoran Shen', 'Zaiyang Ma', 'Kai Xu', 'Yongning Wen', 'Hongquan Song']",2020,10.1016/j.future.2020.05.044
69,Land,Land,"['Jaeyoung Song', 'Sungbo Shim', 'Ji-Sun Kim', 'Jae-Hee Lee', 'Young-Hwa Byun', 'Yeon-Hee Kim']",2021,10.3390/land10111151
70,Earth System Dynamics,Earth System Dynamics,"['Claudia Tebaldi', 'Kevin Debeire', 'Veronika Eyring', 'Erich Fischer', 'John Fyfe', 'Pierre Friedlingstein', 'Reto Knutti', 'Jason Lowe', ""Brian O'Neill"", 'Benjamin Sanderson', 'Detlef van Vuuren', 'Keywan Riahi', 'Malte Meinshausen', 'Zebedee Nicholls', 'Katarzyna B. Tokarska', 'George Hurtt', 'Elmar Kriegler', 'Jean-Francois Lamarque', 'Gerald Meehl', 'Richard Moss', 'Susanne E. Bauer', 'Olivier Boucher', 'Victor Brovkin', 'Young-Hwa Byun', 'Martin Dix', 'Silvio Gualdi', 'Huan Guo', 'Jasmin G. John', 'Slava Kharin', 'YoungHo Kim', 'Tsuyoshi Koshiro', 'Libin Ma', 'Dirk Olivié', 'Swapna Panickal', 'Fangli Qiao', 'Xinyao Rong', 'Nan Rosenbloom', 'Martin Schupfner', 'Roland Séférian', 'Alistair Sellar', 'Tido Semmler', 'Xiaoying Shi', 'Zhenya Song', 'Christian Steger', 'Ronald Stouffer', 'Neil Swart', 'Kaoru Tachiiri', 'Qi Tang', 'Hiroaki Tatebe', 'Aurore Voldoire', 'Evgeny Volodin', 'Klaus Wyser', 'Xiaoge Xin', 'Shuting Yang', 'Yongqiang Yu', 'Tilo Ziehn']",2021,10.5194/esd-12-253-2021
71,Environmental Research Letters,Environmental Research Letters,"['T Ziehn', 'Y-P Wang', 'Y Huang']",2021,10.1088/1748-9326/ac0e62
72,Earth's Future,Earth's Future,"['Z. Nicholls', 'M. Meinshausen', 'J. Lewis', 'M. Rojas Corradi', 'K. Dorheim', 'T. Gasser', 'R. Gieseke', 'A. P. Hope', 'N. J. Leach', 'L. A. McBride', 'Y. Quilcaille', 'J. Rogelj', 'R. J. Salawitch', 'B. H. Samset', 'M. Sandstad', 'A. Shiklomanov', 'R. B. Skeie', 'C. J. Smith', 'S. J. Smith', 'X. Su', 'J. Tsutsui', 'B. Vega‐Westhoff', 'D. L. Woodard']",2021,10.1029/2020EF001900
