,journal_title,article_title,contributors,year,doi
13,Communications Earth & Environment,Communications Earth & Environment,"['Siren Rühs', 'Christina Schmidt', 'René Schubert', 'Tobias G. Schulzki', 'Franziska U. Schwarzkopf', 'Dewi Le Bars', 'Arne Biastoch']",2022,10.1038/s43247-022-00643-y
14,Ocean Modelling,Ocean Modelling,"['Hiroyuki Tsujino', 'Shogo Urakawa', 'Hideyuki Nakano', 'R. Justin Small', 'Who M. Kim', 'Stephen G. Yeager', 'Gokhan Danabasoglu', 'Tatsuo Suzuki', 'Jonathan L. Bamber', 'Mats Bentsen', 'Claus W. Böning', 'Alexandra Bozec', 'Eric P. Chassignet', 'Enrique Curchitser', 'Fabio Boeira Dias', 'Paul J. Durack', 'Stephen M. Griffies', 'Yayoi Harada', 'Mehmet Ilicak', 'Simon A. Josey', 'Chiaki Kobayashi', 'Shinya Kobayashi', 'Yoshiki Komuro', 'William G. Large', 'Julien Le Sommer', 'Simon J. Marsland', 'Simona Masina', 'Markus Scheinert', 'Hiroyuki Tomita', 'Maria Valdivieso', 'Dai Yamazaki']",2018,10.1016/j.ocemod.2018.07.002
15,Journal of Geophysical Research: Oceans,Journal of Geophysical Research: Oceans,"['Graham J. Rickard', 'Erik Behrens', 'Angela A. Bahamondes Dominguez', 'Matt H. Pinkerton']",2023,10.1029/2022JC018880
16,Geoscientific Model Development,Geoscientific Model Development,"['Qi Shu', 'Qiang Wang', 'Chuncheng Guo', 'Zhenya Song', 'Shizhu Wang', 'Yan He', 'Fangli Qiao']",2023,10.5194/gmd-16-2539-2023
17,Frontiers in Marine Science,Frontiers in Marine Science,"['Yong-Yub Kim', 'Bong-Gwan Kim', 'Kwang Young Jeong', 'Eunil Lee', 'Do-Seong Byun', 'Yang-Ki Cho']",2021,10.3389/fmars.2021.620570
18,Journal of Geophysical Research: Oceans,Journal of Geophysical Research: Oceans,"['Lucas Almeida', 'Matthew R. Mazloff', 'Mauricio M. Mata']",2021,10.1029/2021JC017173
19,Climate Dynamics,Climate Dynamics,"['Matthew P. Couldrey', 'Jonathan M. Gregory', 'Xiao Dong', 'Oluwayemi Garuba', 'Helmuth Haak', 'Aixue Hu', 'William J. Hurlin', 'Jiangbo Jin', 'Johann Jungclaus', 'Armin Köhl', 'Hailong Liu', 'Sayantani Ojha', 'Oleg A. Saenko', 'Abhishek Savita', 'Tatsuo Suzuki', 'Zipeng Yu', 'Laure Zanna']",2023,10.1007/s00382-022-06386-y
20,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Mark R. Petersen', 'Xylar S. Asay‐Davis', 'Anne S. Berres', 'Qingshan Chen', 'Nils Feige', 'Matthew J. Hoffman', 'Douglas W. Jacobsen', 'Philip W. Jones', 'Mathew E. Maltrud', 'Stephen F. Price', 'Todd D. Ringler', 'Gregory J. Streletz', 'Adrian K. Turner', 'Luke P. Van Roekel', 'Milena Veneziani', 'Jonathan D. Wolfe', 'Phillip J. Wolfram', 'Jonathan L. Woodring']",2019,10.1029/2018MS001373
21,Frontiers in Marine Science,Frontiers in Marine Science,"['Baylor Fox-Kemper', 'Alistair Adcroft', 'Claus W. Böning', 'Eric P. Chassignet', 'Enrique Curchitser', 'Gokhan Danabasoglu', 'Carsten Eden', 'Matthew H. England', 'Rüdiger Gerdes', 'Richard J. Greatbatch', 'Stephen M. Griffies', 'Robert W. Hallberg', 'Emmanuel Hanert', 'Patrick Heimbach', 'Helene T. Hewitt', 'Christopher N. Hill', 'Yoshiki Komuro', 'Sonya Legg', 'Julien Le Sommer', 'Simona Masina', 'Simon J. Marsland', 'Stephen G. Penny', 'Fangli Qiao', 'Todd D. Ringler', 'Anne Marie Treguier', 'Hiroyuki Tsujino', 'Petteri Uotila', 'Stephen G. Yeager']",2019,10.3389/fmars.2019.00065
22,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Matthew Harrison', 'Alistair Adcroft', 'Robert Hallberg', 'Olga Sergienko']",2022,10.1029/2021MS002888
23,IOP Conference Series: Earth and Environmental Science,IOP Conference Series: Earth and Environmental Science,"['D V Blagodatskikh', 'V A Onoprienko', 'E V Mortikov', 'N G Iakovlev']",2022,10.1088/1755-1315/1023/1/012010
