,journal_title,article_title,contributors,year,doi
110,The Cryosphere,The Cryosphere,"['Ronja Reese', 'Torsten Albrecht', 'Matthias Mengel', 'Xylar Asay-Davis', 'Ricarda Winkelmann']",2018,10.5194/tc-12-1969-2018
111,The Cryosphere,The Cryosphere,"['Andy Aschwanden', 'Timothy C. Bartholomaus', 'Douglas J. Brinkerhoff', 'Martin Truffer']",2021,10.5194/tc-15-5705-2021
112,The Cryosphere,The Cryosphere,"['Alice Barthel', 'Cécile Agosta', 'Christopher M. Little', 'Tore Hattermann', 'Nicolas C. Jourdain', 'Heiko Goelzer', 'Sophie Nowicki', 'Helene Seroussi', 'Fiammetta Straneo', 'Thomas J. Bracegirdle']",2020,10.5194/tc-14-855-2020
113,Geophysical Research Letters,Geophysical Research Letters,"['Tyler Pelle', 'Mathieu Morlighem', 'Felicity S. McCormack']",2020,10.1029/2019GL086821
114,Geophysical Research Letters,Geophysical Research Letters,"['V. Brancato', 'E. Rignot', 'P. Milillo', 'M. Morlighem', 'J. Mouginot', 'L. An', 'B. Scheuchl', 'S. Jeong', 'P. Rizzoli', 'J. L. Bueso\xa0Bello', 'P. Prats‐Iraola']",2020,10.1029/2019GL086291
115,Earth System Dynamics,Earth System Dynamics,"['Anders Levermann', 'Ricarda Winkelmann', 'Torsten Albrecht', 'Heiko Goelzer', 'Nicholas R. Golledge', 'Ralf Greve', 'Philippe Huybrechts', 'Jim Jordan', 'Gunter Leguy', 'Daniel Martin', 'Mathieu Morlighem', 'Frank Pattyn', 'David Pollard', 'Aurelien Quiquet', 'Christian Rodehacke', 'Helene Seroussi', 'Johannes Sutter', 'Tong Zhang', 'Jonas Van Breedam', 'Reinhard Calov', 'Robert DeConto', 'Christophe Dumas', 'Julius Garbe', 'G. Hilmar Gudmundsson', 'Matthew J. Hoffman', 'Angelika Humbert', 'Thomas Kleiner', 'William H. Lipscomb', 'Malte Meinshausen', 'Esmond Ng', 'Sophie M. J. Nowicki', 'Mauro Perego', 'Stephen F. Price', 'Fuyuki Saito', 'Nicole-Jeanne Schlegel', 'Sainan Sun', 'Roderik S. W. van de Wal']",2020,10.5194/esd-11-35-2020
116,Current Climate Change Reports,Current Climate Change Reports,"['Heiko Goelzer', 'Alexander Robinson', 'Helene Seroussi', 'Roderik S.W. van de Wal']",2017,10.1007/s40641-017-0073-y
117,Journal of Glaciology,Journal of Glaciology,"['Jamie Barnett', 'Felicity A. Holmes', 'Nina Kirchner']",2023,10.1017/jog.2022.70
118,Journal of Glaciology,Journal of Glaciology,"['Christopher Chambers', 'Ralf Greve', 'Takashi Obase', 'Fuyuki Saito', 'Ayako Abe-Ouchi']",2022,10.1017/jog.2021.124
119,The Cryosphere,The Cryosphere,"['Troels Bøgeholm Mikkelsen', 'Aslak Grinsted', 'Peter Ditlevsen']",2018,10.5194/tc-12-39-2018
